Link,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2016 (est.),2017 (est.),2018 (est.),2019 (est.),2020 (est.),County,State
"https://en.wikipedia.org/wiki/Frederick_County,_Virginia",—,25.7%,−8.8%,9.4%,5.4%,−45.3%,12.2%,3.6%,0.3%,5.8%,1.9%,−26.0%,−3.4%,−2.5%,5.7%,6.4%,25.2%,25.1%,31.7%,18.2%,33.9%,29.5%,32.3%,,,12.8%,,,Frederick County, Virginia
"https://en.wikipedia.org/wiki/Giles_County,_Virginia",,,—,20.7%,16.7%,0.6%,23.8%,4.8%,−14.6%,49.7%,3.4%,18.7%,7.7%,2.4%,7.6%,14.3%,29.5%,−9.2%,−2.8%,6.4%,−8.1%,1.8%,3.8%,,,−2.6%,,,Giles County, Virginia
"https://en.wikipedia.org/wiki/Gloucester_County,_Virginia",—,−39.4%,27.5%,−7.2%,9.6%,1.0%,−1.8%,4.1%,−6.8%,16.3%,−1.9%,10.1%,−2.8%,−4.7%,−7.4%,−13.3%,8.3%,15.2%,18.0%,43.0%,49.9%,15.4%,6.0%,,,1.3%,,,Gloucester County, Virginia
"https://en.wikipedia.org/wiki/Goochland_County,_Virginia",—,7.1%,5.2%,−1.9%,3.6%,−5.9%,6.1%,2.9%,−3.2%,−0.2%,−3.2%,−4.4%,−3.0%,−4.0%,−10.3%,6.3%,5.7%,3.0%,9.4%,16.8%,20.4%,19.1%,28.8%,,,7.0%,,,Goochland County, Virginia
"https://en.wikipedia.org/wiki/Grayson_County,_Virginia",,—,26.3%,13.3%,37.1%,18.4%,−26.5%,23.6%,16.2%,36.3%,10.1%,17.1%,17.8%,−0.2%,1.0%,9.5%,−2.5%,−16.1%,−13.9%,7.4%,−1.8%,10.1%,−13.3%,,,0.6%,,,Grayson County, Virginia
"https://en.wikipedia.org/wiki/Greene_County,_Virginia",,,,,,—,4.0%,14.1%,−7.7%,25.8%,−3.6%,10.5%,11.6%,−8.2%,−6.1%,−12.7%,−9.1%,−0.6%,11.3%,45.3%,35.0%,48.0%,20.7%,,,7.5%,,,Greene County, Virginia
"https://en.wikipedia.org/wiki/Greensville_County,_Virginia",—,5.7%,1.9%,0.1%,3.8%,−10.6%,−11.4%,13.0%,−0.2%,32.1%,−2.1%,18.6%,21.8%,−2.4%,15.4%,11.0%,9.8%,−1.0%,−40.6%,13.5%,−18.8%,30.6%,5.9%,,,−5.0%,,,Greensville County, Virginia
"https://en.wikipedia.org/wiki/Halifax_County,_Virginia",—,31.6%,14.2%,−13.9%,47.1%,−7.5%,0.1%,2.1%,4.9%,20.7%,2.5%,8.1%,7.7%,3.3%,−0.2%,0.0%,0.4%,−18.8%,−10.6%,1.7%,−5.1%,28.7%,−3.0%,,,−5.9%,,,Halifax County, Virginia
"https://en.wikipedia.org/wiki/Hanover_County,_Virginia",—,−2.4%,4.7%,1.2%,6.5%,−7.9%,1.2%,13.7%,−4.5%,13.0%,−6.4%,1.2%,−2.4%,5.2%,−6.0%,8.8%,18.8%,25.3%,36.0%,34.5%,25.6%,36.4%,15.7%,,,7.4%,,,Hanover County, Virginia
"https://en.wikipedia.org/wiki/Henrico_County,_Virginia",—,24.1%,32.2%,20.3%,21.7%,14.9%,31.7%,41.4%,7.4%,25.0%,25.0%,−70.9%,−22.0%,−19.1%,59.8%,38.4%,36.7%,104.6%,31.6%,17.1%,20.6%,20.4%,17.0%,,,,7.8%,,Henrico County, Virginia
"https://en.wikipedia.org/wiki/Henry_County,_Virginia",—,−38.0%,6.7%,0.2%,26.2%,3.3%,21.0%,36.4%,1.6%,30.1%,13.7%,5.8%,−4.2%,9.6%,−0.7%,31.8%,17.9%,29.2%,26.2%,13.3%,−1.2%,1.7%,−6.5%,,,−5.9%,,,Henry County, Virginia
"https://en.wikipedia.org/wiki/Highland_County,_Virginia",,,,,,,—,2.2%,−3.9%,24.4%,3.6%,5.5%,−5.8%,−7.3%,−8.2%,7.7%,−16.5%,−20.8%,−21.5%,16.1%,−10.3%,−3.8%,−8.5%,,,−4.8%,,,Highland County, Virginia
"https://en.wikipedia.org/wiki/Isle_of_Wight_County,_Virginia",—,3.5%,−1.7%,10.4%,3.7%,−5.2%,−6.2%,6.7%,−16.6%,27.1%,7.0%,15.8%,13.9%,−3.3%,−7.1%,−0.2%,11.4%,15.1%,6.5%,18.1%,18.1%,16.6%,18.6%,,,4.8%,,,Isle of Wight County, Virginia
"https://en.wikipedia.org/wiki/James_City_County,_Virginia",—,−3.4%,4.1%,11.5%,−15.9%,−1.5%,6.4%,44.2%,−23.7%,22.5%,4.1%,−34.6%,−1.7%,1.4%,5.5%,26.5%,28.7%,82.7%,54.7%,27.5%,53.1%,38.0%,39.3%,,,14.0%,,,James City County, Virginia
"https://en.wikipedia.org/wiki/King_and_Queen_County,_Virginia",—,5.4%,11.2%,7.4%,−1.3%,−6.7%,−5.0%,0.1%,−6.0%,8.2%,−7.9%,−4.2%,3.4%,−4.3%,−16.8%,−8.7%,−9.4%,−6.5%,−6.8%,8.7%,5.4%,5.4%,4.8%,,,1.4%,,,King and Queen County, Virginia
"https://en.wikipedia.org/wiki/King_George_County,_Virginia",—,−8.4%,−4.4%,−5.2%,4.6%,−7.3%,0.7%,10.0%,−12.6%,11.4%,3.8%,4.2%,−7.8%,−9.7%,−8.1%,2.5%,23.5%,7.9%,11.0%,31.1%,28.3%,24.2%,40.4%,,,12.7%,,,King George County, Virginia
"https://en.wikipedia.org/wiki/King_William_County,_Virginia",—,11.4%,2.5%,4.4%,1.2%,−5.6%,−5.2%,−2.8%,−11.9%,16.4%,9.8%,−12.8%,2.0%,2.2%,−9.3%,−0.9%,−3.4%,−0.3%,−0.9%,24.5%,16.9%,20.5%,21.2%,,,6.3%,,,King William County, Virginia
"https://en.wikipedia.org/wiki/Lancaster_County,_Virginia",—,−4.7%,4.0%,−1.3%,−13.0%,−3.6%,1.7%,9.4%,4.0%,15.0%,16.7%,24.4%,9.0%,0.1%,−8.8%,−1.2%,−1.7%,6.2%,−0.5%,11.0%,7.6%,6.2%,−1.5%,,,−5.3%,,,Lancaster County, Virginia
"https://en.wikipedia.org/wiki/Lee_County,_Virginia",,—,32.7%,−9.3%,51.8%,30.6%,21.6%,7.5%,20.3%,13.9%,20.5%,9.0%,20.1%,6.1%,20.3%,29.2%,−8.1%,−28.5%,−21.3%,27.7%,−5.6%,−3.7%,8.5%,,,−8.0%,,,Lee County, Virginia
"https://en.wikipedia.org/wiki/Loudoun_County,_Virginia",—,8.2%,4.0%,6.4%,−3.4%,−6.9%,8.1%,−1.4%,−3.9%,12.9%,−1.5%,−5.7%,−3.6%,−2.8%,−3.5%,2.2%,4.2%,16.1%,51.3%,54.6%,50.0%,96.9%,84.1%,,,,32.4%,,Loudoun County, Virginia
"https://en.wikipedia.org/wiki/Louisa_County,_Virginia",—,40.5%,0.1%,15.5%,17.5%,−4.4%,8.2%,0.1%,−2.2%,16.0%,−10.3%,−2.8%,0.4%,3.1%,−16.3%,−4.5%,−6.1%,1.0%,8.1%,27.3%,14.0%,26.1%,29.4%,,,10.9%,,,Louisa County, Virginia
"https://en.wikipedia.org/wiki/Lunenburg_County,_Virginia",—,15.9%,18.1%,−13.1%,12.1%,−7.5%,5.8%,2.5%,−13.2%,10.9%,−1.4%,2.9%,9.2%,19.4%,−7.9%,−1.5%,2.0%,−11.3%,−6.7%,3.7%,−5.8%,15.1%,−1.8%,,,−6.4%,,,Lunenburg County, Virginia
"https://en.wikipedia.org/wiki/Madison_County,_Virginia",,—,0.7%,1.3%,8.8%,−12.2%,15.1%,−5.1%,−2.1%,21.8%,−3.2%,−0.1%,−1.6%,−4.6%,−6.7%,−5.4%,−2.3%,−1.0%,5.5%,18.5%,16.8%,4.8%,6.3%,,,−0.1%,,,Madison County, Virginia
"https://en.wikipedia.org/wiki/Mathews_County,_Virginia",,—,−27.2%,63.7%,10.8%,−2.9%,−9.8%,5.6%,−12.6%,21.0%,1.1%,8.6%,8.3%,−5.3%,−6.7%,−9.3%,0.0%,−0.4%,0.7%,11.5%,4.4%,10.3%,−2.5%,,,−2.0%,,,Mathews County, Virginia
"https://en.wikipedia.org/wiki/Mecklenburg_County,_Virginia",—,15.4%,8.5%,7.2%,3.5%,1.2%,−0.5%,−2.6%,6.1%,15.4%,3.0%,4.7%,9.1%,7.8%,4.5%,−2.1%,4.9%,−6.2%,−6.4%,0.1%,−0.7%,10.4%,1.4%,,,−6.3%,,,Mecklenburg County, Virginia
"https://en.wikipedia.org/wiki/Middlesex_County,_Virginia",—,1.5%,5.0%,−8.1%,1.6%,6.6%,0.0%,−0.7%,14.1%,25.5%,19.3%,10.2%,7.7%,−7.9%,−10.8%,−8.2%,0.6%,−5.9%,−0.4%,22.6%,12.1%,14.8%,10.3%,,,−1.7%,,,Middlesex County, Virginia
"https://en.wikipedia.org/wiki/Montgomery_County,_Virginia",—,−31.6%,−7.0%,3.9%,40.9%,−39.8%,12.9%,27.0%,18.3%,32.9%,6.3%,−10.7%,8.9%,7.7%,5.4%,8.2%,40.4%,10.6%,43.2%,34.7%,16.4%,13.1%,12.9%,,,4.9%,,,Montgomery County, Virginia
"https://en.wikipedia.org/wiki/Nelson_County,_Virginia",,,—,4.7%,11.0%,9.2%,3.8%,2.0%,6.8%,19.0%,−7.3%,4.8%,4.6%,2.7%,−5.4%,−0.6%,−13.5%,−9.2%,−8.2%,4.3%,4.7%,13.0%,4.0%,,,−1.2%,,,Nelson County, Virginia
"https://en.wikipedia.org/wiki/New_Kent_County,_Virginia",—,2.0%,1.8%,2.3%,−2.6%,−3.5%,−2.7%,−3.0%,−25.5%,25.9%,−0.1%,−11.7%,−3.8%,−3.0%,−5.3%,−4.8%,−2.4%,12.7%,17.7%,65.7%,19.0%,28.9%,36.9%,,,21.5%,,,New Kent County, Virginia
"https://en.wikipedia.org/wiki/Northampton_County,_Virginia",—,−1.8%,10.5%,3.1%,12.1%,−10.7%,−2.8%,4.5%,2.7%,13.7%,12.7%,33.5%,21.1%,7.1%,4.0%,−5.2%,−1.7%,−1.9%,−14.9%,1.3%,−10.7%,0.2%,−5.4%,,,−5.3%,,,Northampton County, Virginia
"https://en.wikipedia.org/wiki/Northumberland_County,_Virginia",—,−14.8%,6.5%,−3.5%,−0.8%,−0.4%,−7.3%,2.5%,−8.9%,15.5%,−0.6%,20.3%,13.6%,6.9%,−3.8%,−5.6%,−4.3%,1.7%,−9.3%,6.4%,7.1%,16.5%,0.6%,,,−1.5%,,,Northumberland County, Virginia
"https://en.wikipedia.org/wiki/Nottoway_County,_Virginia",,—,−1.3%,4.1%,4.9%,−4.1%,−13.2%,4.7%,5.1%,20.1%,3.8%,6.8%,8.9%,5.2%,5.0%,4.6%,−0.5%,−2.2%,−5.8%,2.8%,2.2%,4.9%,0.8%,,,−2.7%,,,Nottoway County, Virginia
"https://en.wikipedia.org/wiki/Orange_County,_Virginia",—,15.4%,7.6%,4.8%,13.4%,−37.7%,10.3%,7.8%,−4.2%,25.5%,−1.8%,−1.9%,7.3%,−1.2%,−9.4%,4.8%,0.8%,1.1%,6.9%,31.0%,18.6%,20.8%,29.4%,,,9.4%,,,Orange County, Virginia
"https://en.wikipedia.org/wiki/Page_County,_Virginia",,,,,,—,22.7%,6.7%,4.4%,17.8%,31.4%,5.4%,2.6%,4.4%,0.6%,0.1%,1.9%,2.8%,6.5%,17.0%,11.8%,6.9%,3.7%,,,−0.5%,,,Page County, Virginia
"https://en.wikipedia.org/wiki/Patrick_County,_Virginia",,—,8.4%,8.4%,45.3%,8.6%,19.6%,−2.6%,8.6%,26.3%,10.2%,8.9%,11.6%,−2.0%,−6.3%,5.2%,−5.8%,−2.3%,0.0%,15.5%,−1.0%,11.1%,−4.7%,,,−4.4%,,,Patrick County, Virginia
"https://en.wikipedia.org/wiki/Pittsylvania_County,_Virginia",—,9.7%,35.2%,24.2%,22.1%,1.4%,9.1%,11.5%,−2.4%,67.8%,14.0%,−21.8%,8.1%,11.4%,8.7%,0.4%,7.1%,−11.8%,0.8%,12.5%,−15.9%,10.9%,2.9%,,,−4.0%,,,Pittsylvania County, Virginia
"https://en.wikipedia.org/wiki/Powhatan_County,_Virginia",—,13.9%,3.9%,2.7%,2.7%,−7.0%,3.2%,2.6%,−8.6%,2.0%,−13.1%,0.5%,−10.6%,7.4%,−6.2%,−7.7%,−2.0%,21.4%,14.1%,69.7%,17.3%,46.0%,25.3%,,,4.1%,,,Powhatan County, Virginia
"https://en.wikipedia.org/wiki/Prince_Edward_County,_Virginia",—,35.3%,13.2%,1.4%,12.2%,−0.3%,−15.7%,−0.1%,1.4%,22.2%,0.2%,2.4%,−5.2%,3.5%,−1.7%,2.8%,3.2%,−8.3%,1.8%,14.4%,5.3%,13.9%,18.5%,,,−1.8%,,,Prince Edward County, Virginia
"https://en.wikipedia.org/wiki/Prince_George_County,_Virginia",—,−9.2%,8.4%,−0.2%,4.2%,−14.2%,5.9%,10.7%,−7.0%,28.6%,−21.7%,−1.5%,1.2%,64.6%,−20.2%,18.6%,61.0%,3.0%,43.5%,−11.5%,6.5%,20.6%,8.1%,,,6.6%,,,Prince George County, Virginia
"https://en.wikipedia.org/wiki/Prince_William_County,_Virginia",—,9.6%,−11.2%,−16.7%,−0.9%,−12.7%,−0.2%,5.4%,−12.4%,22.3%,6.8%,13.3%,8.2%,13.6%,2.1%,27.1%,27.5%,121.8%,121.5%,30.2%,49.1%,30.2%,43.2%,,,,17.0%,,Prince William County, Virginia
"https://en.wikipedia.org/wiki/Pulaski_County,_Virginia",,,,,,—,36.9%,5.8%,20.7%,33.9%,46.1%,14.2%,18.1%,−0.8%,20.2%,10.7%,21.9%,−1.8%,8.5%,19.2%,−2.1%,1.8%,−0.7%,,,−2.3%,,,Pulaski County, Virginia
"https://en.wikipedia.org/wiki/Rappahannock_County,_Virginia",,,,,,—,5.7%,−9.5%,−6.7%,12.5%,−6.6%,1.9%,−9.0%,0.3%,−4.4%,−6.6%,−15.2%,−12.2%,−3.1%,17.2%,8.7%,5.5%,5.6%,,,−1.6%,,,Rappahannock County, Virginia
"https://en.wikipedia.org/wiki/Richmond_County,_Virginia",—,96.8%,−54.8%,−8.2%,6.1%,−1.5%,8.1%,6.3%,−5.1%,10.6%,−0.7%,−0.8%,4.6%,0.3%,−7.5%,−3.5%,−6.7%,3.0%,−8.4%,19.0%,4.6%,21.1%,5.1%,,,−2.3%,,,Richmond County, Virginia
"https://en.wikipedia.org/wiki/Roanoke_County,_Virginia",,,,,,—,54.2%,−5.1%,16.2%,40.2%,129.7%,−47.4%,23.9%,14.1%,57.6%,21.6%,−3.3%,48.7%,9.2%,8.3%,8.8%,8.1%,7.7%,,,1.8%,,,Roanoke County, Virginia
"https://en.wikipedia.org/wiki/Rockbridge_County,_Virginia",—,36.6%,15.3%,15.8%,19.2%,0.3%,12.3%,7.5%,−6.9%,24.6%,15.3%,−5.5%,−2.9%,−2.6%,1.3%,7.1%,4.4%,2.9%,−30.8%,7.7%,2.5%,13.4%,7.2%,,,2.0%,,,Rockbridge County, Virginia
"https://en.wikipedia.org/wiki/Rockingham_County,_Virginia",—,39.3%,22.9%,15.9%,39.9%,−16.1%,17.0%,15.3%,1.1%,24.9%,5.9%,7.1%,4.1%,−13.9%,−1.1%,5.3%,12.1%,15.4%,18.3%,19.1%,0.8%,17.8%,12.7%,,,6.5%,,,Rockingham County, Virginia
"https://en.wikipedia.org/wiki/Russell_County,_Virginia",—,44.0%,31.4%,−12.4%,21.3%,17.3%,51.3%,−13.8%,8.0%,25.2%,16.0%,11.8%,30.2%,14.1%,−3.1%,2.6%,0.7%,−2.0%,−6.7%,29.5%,−9.7%,5.7%,−4.7%,,,−7.4%,,,Russell County, Virginia
"https://en.wikipedia.org/wiki/Scott_County,_Virginia",,,,—,34.3%,27.6%,34.6%,22.8%,8.0%,32.2%,25.9%,4.6%,4.9%,4.0%,−2.4%,11.6%,2.4%,−6.6%,−5.6%,2.8%,−7.4%,0.9%,−1.0%,,,−7.1%,,,Scott County, Virginia
"https://en.wikipedia.org/wiki/Shenandoah_County,_Virginia",—,31.5%,−1.3%,38.7%,4.4%,−41.2%,18.5%,0.9%,7.5%,21.9%,8.1%,3.0%,3.4%,−0.6%,−0.7%,1.2%,1.3%,3.1%,4.7%,20.6%,14.8%,10.9%,19.7%,,,3.6%,,,Shenandoah County, Virginia
"https://en.wikipedia.org/wiki/Smyth_County,_Virginia",,,,,,—,25.1%,9.7%,−0.6%,36.7%,9.9%,28.2%,18.7%,8.9%,13.6%,14.9%,4.6%,2.9%,0.9%,6.4%,−3.0%,2.2%,−2.6%,,,,−6.5%,,Smyth County, Virginia
"https://en.wikipedia.org/wiki/Southampton_County,_Virginia",—,8.2%,−3.1%,5.0%,13.4%,−9.6%,−6.9%,−4.5%,−4.9%,46.6%,11.5%,13.8%,15.1%,4.8%,−2.5%,−1.6%,0.3%,2.5%,−31.7%,0.8%,−6.3%,−0.4%,6.2%,,,−5.3%,,,Southampton County, Virginia
"https://en.wikipedia.org/wiki/Spotsylvania_County,_Virginia",—,15.6%,2.3%,7.2%,6.2%,0.2%,−1.6%,7.8%,−27.0%,26.4%,−4.0%,−35.1%,7.5%,6.4%,−4.9%,−1.5%,20.3%,15.9%,18.9%,109.7%,66.7%,57.5%,35.4%,,,,11.3%,,Spotsylvania County, Virginia
"https://en.wikipedia.org/wiki/Stafford_County,_Virginia",—,4.0%,−1.4%,−3.2%,−1.6%,−9.7%,−4.8%,6.4%,−25.0%,12.3%,2.1%,10.0%,−0.3%,0.4%,−0.7%,18.6%,24.7%,41.8%,45.7%,64.6%,51.3%,51.0%,39.5%,,,,18.5%,,Stafford County, Virginia
"https://en.wikipedia.org/wiki/Surry_County,_Virginia",—,4.9%,4.9%,−3.8%,7.8%,−8.8%,−12.4%,8.0%,−8.9%,32.3%,11.7%,2.6%,14.7%,−4.2%,−23.7%,−12.7%,0.4%,0.0%,−5.4%,2.8%,1.6%,11.1%,3.4%,,,−8.3%,,,Surry County, Virginia
"https://en.wikipedia.org/wiki/Sussex_County,_Virginia",—,4.9%,2.7%,4.6%,7.0%,−11.7%,−12.5%,3.6%,−22.5%,27.6%,10.3%,8.8%,13.1%,−6.1%,−5.7%,3.2%,2.4%,−2.9%,−7.6%,−5.1%,−5.8%,22.0%,−3.3%,,,−7.0%,,,Sussex County, Virginia
"https://en.wikipedia.org/wiki/Tazewell_County,_Virginia",,—,41.4%,30.2%,46.8%,9.4%,58.1%,−0.2%,8.8%,19.2%,54.7%,17.5%,6.7%,11.6%,16.7%,28.1%,14.2%,−5.7%,−11.1%,26.9%,−9.0%,−3.0%,1.1%,,,−9.4%,,,Tazewell County, Virginia
"https://en.wikipedia.org/wiki/Warren_County,_Virginia",,,,,,—,17.4%,−2.5%,−11.3%,29.4%,11.9%,6.7%,−2.8%,3.1%,−5.8%,36.1%,30.4%,−1.0%,4.4%,38.6%,23.3%,20.8%,19.0%,,,6.5%,,,Warren County, Virginia
"https://en.wikipedia.org/wiki/Washington_County,_Virginia",—,69.5%,27.5%,2.4%,25.5%,−16.7%,12.4%,15.6%,−0.4%,49.9%,15.1%,−0.1%,13.2%,−1.4%,4.6%,12.8%,−1.7%,1.4%,7.2%,13.8%,−1.3%,11.4%,7.4%,,,,−2.1%,,Washington County, Virginia
"https://en.wikipedia.org/wiki/Westmoreland_County,_Virginia",,,,—,21.7%,−4.5%,0.8%,2.5%,−7.2%,15.2%,−5.1%,10.0%,0.8%,10.0%,−17.0%,11.9%,6.7%,8.8%,10.0%,15.6%,10.2%,8.0%,4.4%,,,,3.2%,,Westmoreland County, Virginia
"https://en.wikipedia.org/wiki/Wise_County,_Virginia",,,,,,,,—,6.1%,62.4%,20.2%,110.3%,73.8%,36.1%,10.0%,2.5%,7.4%,−22.6%,−17.5%,22.0%,−9.8%,1.4%,3.3%,,,,−9.8%,,Wise County, Virginia
"https://en.wikipedia.org/wiki/Wythe_County,_Virginia",,—,31.0%,16.0%,25.5%,−22.9%,28.3%,2.3%,−5.6%,23.3%,25.8%,13.4%,−0.3%,−0.8%,2.4%,9.7%,2.7%,−5.8%,0.7%,15.3%,−0.2%,8.4%,5.9%,,,,−1.9%,,Wythe County, Virginia
"https://en.wikipedia.org/wiki/York_County,_Virginia",—,−38.3%,60.5%,−15.5%,22.1%,−11.8%,−5.5%,11.0%,45.4%,2.1%,3.4%,−1.5%,3.7%,3.7%,−5.4%,16.3%,32.7%,83.7%,53.8%,6.8%,19.6%,32.7%,16.3%,,,,4.3%,,York County, Virginia
"https://en.wikipedia.org/wiki/Adams_County,_Washington",,,,,,,,,,,—,130.7%,125.6%,−11.9%,−19.8%,−19.6%,6.0%,50.8%,21.0%,10.4%,2.5%,20.8%,14.0%,,,,6.7%,,Adams County, Washington
"https://en.wikipedia.org/wiki/Asotin_County,_Washington",,,,,,,,,,,—,113.0%,73.2%,12.1%,24.4%,2.8%,30.0%,18.7%,6.9%,21.9%,4.6%,16.7%,5.2%,,,,4.4%,,Asotin County, Washington
"https://en.wikipedia.org/wiki/Benton_County,_Washington",,,,,,,,,,,,,—,37.4%,0.4%,10.1%,326.2%,20.8%,8.8%,62.0%,2.8%,26.6%,23.0%,,,,16.7%,,Benton County, Washington
"https://en.wikipedia.org/wiki/Chelan_County,_Washington",,,,,,,,,,,,—,284.2%,38.4%,51.3%,8.8%,14.2%,3.7%,1.5%,9.0%,16.0%,27.5%,8.8%,,,,6.6%,,Chelan County, Washington
"https://en.wikipedia.org/wiki/Clallam_County,_Washington",,,,,,,,—,173.8%,56.4%,334.3%,102.2%,20.6%,68.3%,79.9%,6.8%,20.8%,13.7%,15.8%,48.5%,9.3%,14.3%,10.7%,,,,8.3%,,Clallam County, Washington
"https://en.wikipedia.org/wiki/Clark_County,_Washington",,,,,,,—,270.8%,29.2%,78.2%,113.3%,14.6%,94.6%,25.6%,22.9%,23.7%,71.1%,10.0%,36.9%,49.6%,23.8%,45.0%,23.2%,,,,14.8%,,Clark County, Washington
"https://en.wikipedia.org/wiki/Columbia_County,_Washington",,,,,,,,,,—,−5.5%,6.2%,−1.2%,−13.5%,−12.6%,4.2%,−12.4%,−6.0%,−2.8%,−8.6%,−0.7%,0.9%,0.3%,,,,−2.3%,,Columbia County, Washington
"https://en.wikipedia.org/wiki/Cowlitz_County,_Washington",,,,,,,,—,79.8%,182.5%,187.0%,33.1%,59.5%,−6.1%,170.6%,25.9%,32.9%,8.3%,18.7%,15.9%,3.2%,13.2%,10.2%,,,,8.0%,,Cowlitz County, Washington
"https://en.wikipedia.org/wiki/Douglas_County,_Washington",,,,,,,,,,,—,55.8%,87.3%,1.8%,−19.5%,14.4%,25.0%,37.7%,12.7%,31.9%,18.3%,24.4%,17.9%,,,,13.0%,,Douglas County, Washington
"https://en.wikipedia.org/wiki/Ferry_County,_Washington",,,,,,,,,,,,—,5.2%,7.1%,−16.5%,9.5%,−12.9%,−5.1%,−6.0%,59.0%,8.3%,15.3%,4.0%,,,,1.0%,,Ferry County, Washington
"https://en.wikipedia.org/wiki/Franklin_County,_Washington",,,,,,,,,,,—,−30.2%,960.3%,14.1%,4.4%,2.8%,115.0%,72.1%,10.6%,35.7%,7.0%,31.7%,58.4%,,,,21.8%,,Franklin County, Washington
"https://en.wikipedia.org/wiki/Garfield_County,_Washington",,,,,,,,,,,—,0.5%,7.2%,−7.7%,−5.5%,−7.6%,−5.3%,−7.1%,−2.2%,−15.2%,−8.9%,6.6%,−5.5%,,,,−1.8%,,Garfield County, Washington
"https://en.wikipedia.org/wiki/Grant_County,_Washington",,,,,,,,,,,,,—,−10.7%,−27.1%,158.9%,66.0%,90.9%,−9.9%,15.9%,12.9%,36.4%,19.3%,,,,9.7%,,Grant County, Washington
"https://en.wikipedia.org/wiki/Grays_Harbor_County,_Washington",,,,,,,,—,40.7%,129.7%,904.2%,63.5%,135.3%,25.7%,34.1%,−11.4%,0.9%,1.5%,9.3%,11.4%,−3.2%,4.7%,8.3%,,,,3.1%,,Grays Harbor County, Washington
"https://en.wikipedia.org/wiki/Island_County,_Washington",,,,,,,,—,112.9%,73.6%,64.4%,4.6%,151.6%,16.7%,−2.2%,13.6%,81.7%,77.3%,37.5%,63.1%,36.7%,18.9%,9.7%,,,,8.5%,,Island County, Washington
"https://en.wikipedia.org/wiki/Jefferson_County,_Washington",,,,,,,,—,138.8%,35.0%,388.8%,−31.7%,46.0%,−21.4%,27.3%,6.9%,30.3%,−17.0%,10.6%,49.8%,26.2%,28.8%,15.1%,,,,7.9%,,Jefferson County, Washington
"https://en.wikipedia.org/wiki/King_County,_Washington",,,,,,,,—,602.0%,225.9%,826.0%,72.0%,158.6%,36.8%,19.1%,8.9%,45.2%,27.6%,23.7%,9.8%,18.7%,15.2%,11.2%,,,,16.6%,,King County, Washington
"https://en.wikipedia.org/wiki/Kitsap_County,_Washington",,,,,,,,—,59.2%,100.7%,166.1%,46.3%,160.8%,87.9%,−7.2%,44.2%,70.6%,11.2%,20.9%,44.6%,28.9%,22.3%,8.3%,,,,8.1%,,Kitsap County, Washington
"https://en.wikipedia.org/wiki/Kittitas_County,_Washington",,,,,,,,,,,—,10.6%,91.3%,−4.4%,2.4%,11.4%,9.9%,−8.0%,22.3%,−0.6%,7.4%,24.8%,22.6%,,,,17.2%,,Kittitas County, Washington
"https://en.wikipedia.org/wiki/Klickitat_County,_Washington",,,,,,,,—,43.0%,"1,132.5%",27.4%,24.0%,58.9%,−9.0%,6.0%,15.6%,6.1%,11.7%,−9.8%,30.4%,5.0%,15.3%,6.0%,,,,10.4%,,Klickitat County, Washington
"https://en.wikipedia.org/wiki/Lewis_County,_Washington",,,,,,,—,−31.2%,131.3%,192.8%,342.3%,31.8%,112.0%,14.7%,8.7%,3.4%,5.7%,−4.3%,8.6%,23.2%,5.9%,15.6%,10.0%,,,,7.0%,,Lewis County, Washington
"https://en.wikipedia.org/wiki/Lincoln_County,_Washington",,,,,,,,,,,—,28.5%,46.5%,−13.7%,−21.6%,−4.3%,−3.4%,−0.5%,−12.3%,0.3%,−7.7%,14.9%,3.8%,,,,3.5%,,Lincoln County, Washington
"https://en.wikipedia.org/wiki/Mason_County,_Washington",,,,,,,,—,78.4%,121.1%,342.3%,34.8%,35.3%,−4.6%,104.5%,15.3%,29.5%,8.2%,28.7%,49.1%,23.0%,28.9%,22.9%,,,,10.0%,,Mason County, Washington
"https://en.wikipedia.org/wiki/Okanogan_County,_Washington",,,,,,,,,,,—,219.6%,174.8%,32.6%,8.3%,32.5%,18.7%,−12.4%,1.4%,18.4%,8.8%,18.6%,3.9%,,,,2.7%,,Okanogan County, Washington
"https://en.wikipedia.org/wiki/Pacific_County,_Washington",,,,,,,,—,75.7%,122.9%,164.9%,37.3%,109.5%,18.8%,0.5%,6.4%,4.0%,−11.4%,7.6%,9.1%,9.5%,11.1%,−0.3%,,,,7.4%,,Pacific County, Washington
"https://en.wikipedia.org/wiki/Pend_Oreille_County,_Washington",,,,,,,,,,,,,,—,12.4%,0.0%,3.6%,−6.7%,−12.9%,42.4%,3.9%,31.6%,10.8%,,,,5.6%,,Pend Oreille County, Washington
"https://en.wikipedia.org/wiki/Pierce_County,_Washington",,,,,,,,—,26.4%,135.6%,"1,434.8%",9.0%,117.6%,19.3%,13.7%,11.1%,51.5%,16.6%,27.8%,18.2%,20.7%,19.6%,13.5%,,,,13.8%,,Pierce County, Washington
"https://en.wikipedia.org/wiki/San_Juan_County,_Washington",,,,,,,,,—,71.1%,118.6%,41.3%,23.1%,0.1%,−14.1%,1.9%,2.8%,−11.5%,34.3%,103.3%,28.0%,40.3%,12.0%,,,,11.5%,,San Juan County, Washington
